,num_dol,num_acn,num_tfsi,num_ps,num_li,atoms_dol,atoms_acn,atoms_tfsi,atoms_ps,atoms_li,count,%
0,3,4,0,1,1,::1O,::1N:1N,,,1L,88,2.64026402640264
1,2,5,0,1,1,:,::1N:1N:1N,,,1L,79,2.37023702370237
2,4,3,0,1,1,:::1O,:1N:1N,,,1L,72,2.16021602160216
3,3,3,0,1,1,::1O,:1N:1N,,,1L,71,2.13021302130213
4,2,4,0,1,1,:1O,::1N:1N,,,1L,66,1.98019801980198
5,2,5,0,1,1,:1O,:::1N:1N,,,1L,63,1.8901890189018904
6,1,5,0,1,1,,::1N:1N:1N,,,1L,58,1.7401740174017402
7,2,6,0,1,1,:,:::1N:1N:1N,,,1L,54,1.62016201620162
8,2,5,0,1,1,:1O,::1N:1N:1N,,,1L,51,1.53015301530153
9,1,6,0,1,1,,:::1N:1N:1N,,,1L,47,1.41014101410141
10,3,5,0,1,1,::,::1N:1N:1N,,,1L,45,1.35013501350135
11,2,4,0,1,1,:,:1N:1N:1N,,,1L,42,1.26012601260126
12,3,4,0,1,1,::,:1N:1N:1N,,,1L,36,1.08010801080108
13,2,4,0,1,1,:1O,:1N:1N:1N,,,1L,34,1.02010201020102
14,4,4,0,1,1,:::1O,::1N:1N,,,1L,33,0.99009900990099
15,3,5,0,1,1,::1O,:::1N:1N,,,1L,31,0.93009300930093
16,5,3,0,1,1,::::1O,:1N:1N,,,1L,29,0.8700870087008701
17,1,6,0,1,1,,::1N:1N:1N:1N,,,1L,28,0.8400840084008401
18,2,3,0,1,1,:1O,:1N:1N,,,1L,28,0.8400840084008401
19,3,4,0,1,1,::1O,:1N:1N:1N,,,1L,27,0.8100810081008101
20,4,4,0,1,1,:::,:1N:1N:1N,,,1L,26,0.7800780078007801
21,3,4,0,1,1,:1O:1O,::1N:1N,,,1L,26,0.7800780078007801
22,4,3,0,1,1,::1O:1O,:1N:1N,,,1L,25,0.7500750075007501
23,2,4,0,1,1,:,::1N:1N,,,1L,24,0.7200720072007201
24,2,5,0,1,1,:,:1N:1N:1N:1N,,,1L,24,0.7200720072007201
25,3,3,0,1,0,::,::,,,,21,0.6300630063006301
26,1,7,0,1,1,,::::1N:1N:1N,,,1L,21,0.6300630063006301
27,3,5,0,1,1,::1O,::1N:1N:1N,,,1L,20,0.6000600060006
28,2,5,0,1,0,:,::::,,,,19,0.57005700570057
29,1,5,0,1,1,1O,::1N:1N:1N,,,1L,18,0.54005400540054
30,1,6,0,1,1,1O,::::1N:1N,,,1L,18,0.54005400540054
31,0,7,0,1,1,,::::1N:1N:1N,,,1L,18,0.54005400540054
32,3,4,0,1,0,::,:::,,,,18,0.54005400540054
33,4,2,0,1,0,:::,:,,,,17,0.51005100510051
34,3,3,0,1,1,:1O:1O,:1N:1N,,,1L,17,0.51005100510051
35,2,4,0,1,0,:,:::,,,,17,0.51005100510051
36,2,5,0,1,1,:,:::1N:1N,,,1L,16,0.48004800480048
37,2,4,0,1,0,:,:::1N,,,,16,0.48004800480048
38,4,4,0,1,1,:::1O,:1N:1N:1N,,,1L,15,0.45004500450045
39,3,6,0,1,1,::,:::1N:1N:1N,,,1L,15,0.45004500450045
40,2,6,0,1,1,:1O,:::1N:1N:1N,,,1L,15,0.45004500450045
41,0,6,0,1,1,,:::1N:1N:1N,,,1L,15,0.45004500450045
42,1,5,0,1,1,1O,:::1N:1N,,,1L,15,0.45004500450045
43,2,3,0,1,1,:1O,::1N,,,1L,14,0.42004200420042
44,1,5,0,1,1,,:::1N:1N,,,1L,14,0.42004200420042
45,1,4,0,1,1,,:1N:1N:1N,,,1L,13,0.39003900390039
46,5,3,0,1,1,:::1O:1O,:1N:1N,,,1L,13,0.39003900390039
47,2,4,1,1,1,:,::1N:1N,1O,,1L,13,0.39003900390039
48,2,3,0,1,0,:,::,,,,13,0.39003900390039
49,2,5,0,1,1,1O:1O,:::1N:1N,,,1L,13,0.39003900390039
50,2,6,0,1,2,:1O,:1N:1N:1N:1N:1N,,,1L:1L,13,0.39003900390039
51,1,5,0,1,0,,::::,,,,13,0.39003900390039
52,1,4,0,1,1,1O,::1N:1N,,,1L,12,0.36003600360036
53,3,3,0,1,1,::,1N:1N:1N,,,1L,12,0.36003600360036
54,1,4,0,1,1,1O,:1N:1N:1N,,,1L,12,0.36003600360036
55,3,3,0,1,1,::,:1N:1N,,,1L,12,0.36003600360036
56,3,2,0,1,0,::,:,,,,12,0.36003600360036
57,1,5,1,1,1,,:::1N:1N,1O,,1L,12,0.36003600360036
58,3,4,1,1,1,::,::1N:1N,1O,,1L,12,0.36003600360036
59,1,5,0,1,1,,:1N:1N:1N:1N,,,1L,12,0.36003600360036
60,3,3,0,1,1,::1O,1N:1N:1N,,,1L,12,0.36003600360036
61,0,5,0,1,1,,::1N:1N:1N,,,1L,11,0.33003300330033
62,2,3,0,1,1,:,:1N:1N,,,1L,11,0.33003300330033
63,3,4,0,1,1,:1O:1O,:1N:1N:1N,,,1L,11,0.33003300330033
64,1,4,1,1,1,,::1N:1N,1O,,1L,11,0.33003300330033
65,3,3,0,1,1,:1O:1O,::1N,,,1L,11,0.33003300330033
66,1,6,0,1,1,1O,:::1N:1N:1N,,,1L,11,0.33003300330033
67,2,4,0,1,1,:1O,:::1N,,,1L,10,0.3000300030003
68,3,3,0,1,0,::,::1N,,,,10,0.3000300030003
69,2,6,0,1,1,:1O,::::1N:1N,,,1L,10,0.3000300030003
70,3,4,0,1,1,::,::1N:1N,,,1L,10,0.3000300030003
71,4,3,0,1,0,:::,::,,,,10,0.3000300030003
72,4,2,0,1,1,:::1O,1N:1N,,,1L,10,0.3000300030003
73,3,5,0,1,1,:1O:1O,:::1N:1N,,,1L,10,0.3000300030003
74,1,7,0,1,1,,:::1N:1N:1N:1N,,,1L,9,0.27002700270027
75,5,2,0,1,0,::::,:,,,,9,0.27002700270027
76,4,3,0,1,1,:::,1N:1N:1N,,,1L,9,0.27002700270027
77,2,6,0,1,1,:,::1N:1N:1N:1N,,,1L,9,0.27002700270027
78,3,5,0,1,1,::,:1N:1N:1N:1N,,,1L,9,0.27002700270027
79,4,2,0,1,1,::1O:1O,:1N,,,1L,9,0.27002700270027
80,2,5,1,1,1,:,:::1N:1N,1O,,1L,9,0.27002700270027
81,3,3,0,1,0,::1O,::,,,,8,0.24002400240024
82,4,4,0,1,1,::1O:1O,::1N:1N,,,1L,8,0.24002400240024
83,3,3,0,1,1,::1O,::1N,,,1L,8,0.24002400240024
84,4,5,0,1,1,:::1O,:::1N:1N,,,1L,8,0.24002400240024
85,2,4,0,1,1,1O:1O,::1N:1N,,,1L,8,0.24002400240024
86,4,5,0,1,1,:::,::1N:1N:1N,,,1L,8,0.24002400240024
87,3,5,0,1,2,::1O,1N:1N:1N:1N:1N,,,1L:1L,8,0.24002400240024
88,0,8,0,1,1,,:::::1N:1N:1N,,,1L,8,0.24002400240024
89,2,4,1,1,1,:,:1N:1N:1N,,,1L,8,0.24002400240024
90,2,4,1,1,1,:1O,::1N:1N,1O,,1L,8,0.24002400240024
91,1,4,0,1,1,,::1N:1N,,,1L,8,0.24002400240024
92,2,3,0,1,1,:1O,1N:1N:1N,,,1L,7,0.21002100210021
93,1,5,1,1,1,,::1N:1N:1N,,,1L,7,0.21002100210021
94,2,3,0,1,1,:,1N:1N:1N,,,1L,7,0.21002100210021
95,4,2,0,1,1,::1O:1O,1N:1N,,,1L,7,0.21002100210021
96,1,6,1,1,1,,:::1N:1N:1N,,,1L,7,0.21002100210021
97,1,6,0,1,1,,::::1N:1N,,,1L,7,0.21002100210021
98,4,3,0,1,1,:::1O,1N:1N:1N,,,1L,7,0.21002100210021
99,1,4,0,1,1,,1N:1N:1N:1N,,,1L,7,0.21002100210021
100,2,7,0,1,1,:,::::1N:1N:1N,,,1L,7,0.21002100210021
101,0,6,0,1,1,,::1N:1N:1N:1N,,,1L,7,0.21002100210021
102,3,3,1,1,1,::1O,:1N:1N,,,1L,7,0.21002100210021
103,2,4,0,1,1,:,1N:1N:1N:1N,,,1L,7,0.21002100210021
104,3,4,0,1,1,:1O:1O,:::1N,,,1L,7,0.21002100210021
105,4,3,0,1,0,:::,::1N,,,,6,0.18001800180018
106,1,4,0,1,0,,:::,,,,6,0.18001800180018
107,3,4,0,1,2,:1O:1O,1N:1N:1N:1N,,,1L:1L,6,0.18001800180018
108,2,5,0,1,0,:,::::1N,,,,6,0.18001800180018
109,4,3,0,1,1,::1O:1O,::1N,,,1L,6,0.18001800180018
110,2,5,0,1,2,:1O,1N:1N:1N:1N:1N,,,1L:1L,6,0.18001800180018
111,2,5,1,1,1,:,::1N:1N:1N,,,1L,6,0.18001800180018
112,5,2,0,1,1,:::1O:1O,1N:1N,,,1L,6,0.18001800180018
113,3,3,0,1,1,::,::1N,,,1L,6,0.18001800180018
114,4,3,0,1,1,:1O:1O:1O,:1N:1N,,,1L,6,0.18001800180018
115,1,5,0,1,0,,:::1N:1N,,,,6,0.18001800180018
116,0,7,0,1,1,,:::1N:1N:1N:1N,,,1L,6,0.18001800180018
117,1,5,1,1,1,1O,:::1N:1N,,,1L,6,0.18001800180018
118,2,6,0,1,2,:,1N:1N:1N:1N:1N:1N,,,1L:1L,6,0.18001800180018
119,2,5,1,1,2,:1O,:1N:1N:1N:1N,1O,,1L:1L,5,0.15001500150015
120,1,5,1,1,2,1O,:1N:1N:1N:1N,1O,,1L:1L,5,0.15001500150015
121,2,6,0,1,1,:,::::1N:1N,,,1L,5,0.15001500150015
122,2,7,0,1,2,:,:1N:1N:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
123,0,6,0,1,1,,:1N:1N:1N:1N:1N,,,1L,5,0.15001500150015
124,2,6,0,1,2,:,:1N:1N:1N:1N:1N,,,1L:1L,5,0.15001500150015
125,4,3,1,1,1,:::,:1N:1N,1O,,1L,5,0.15001500150015
126,2,4,1,1,1,:1O,::1N:1N,,,1L,5,0.15001500150015
127,0,5,0,1,1,,:1N:1N:1N:1N,,,1L,5,0.15001500150015
128,6,2,0,1,1,:::::1O,1N:1N,,,1L,5,0.15001500150015
129,3,4,0,1,0,::,:::1N,,,,5,0.15001500150015
130,3,4,1,1,1,::,:1N:1N:1N,,,1L,5,0.15001500150015
131,4,1,0,1,0,:::,,,,,5,0.15001500150015
132,2,4,0,1,0,:1O,:::1N,,,,5,0.15001500150015
133,5,2,0,1,1,:::1O:1O,:1N,,,1L,5,0.15001500150015
134,2,4,0,1,0,:,::1N:1N,,,,5,0.15001500150015
135,2,3,0,1,1,1O:1O,:1N:1N,,,1L,5,0.15001500150015
136,5,2,0,1,1,::::1O,1N:1N,,,1L,5,0.15001500150015
137,3,5,0,1,0,::,::::,,,,5,0.15001500150015
138,1,4,0,1,0,,:::1N,,,,5,0.15001500150015
139,3,4,1,1,1,::1O,::1N:1N,1O,,1L,4,0.12001200120012
140,3,4,1,1,1,::1O,::1N:1N,,,1L,4,0.12001200120012
141,3,4,0,2,1,::1O,:::1N,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
142,2,3,0,2,1,:1O,::1N,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
143,2,4,0,1,0,:1O,:::,,,,4,0.12001200120012
144,2,3,0,1,1,:,::1N,,,1L,4,0.12001200120012
145,4,3,0,1,1,::1O:1O,1N:1N:1N,,,1L,4,0.12001200120012
146,3,2,0,1,1,:1O:1O,1N:1N,,,1L,4,0.12001200120012
147,4,3,0,1,1,:::,:1N:1N,,,1L,4,0.12001200120012
148,2,4,0,1,1,1O:1O,:1N:1N:1N,,,1L,4,0.12001200120012
149,2,4,0,1,1,1O:1O,:::1N,,,1L,4,0.12001200120012
150,3,4,0,1,1,::1O,:::1N,,,1L,4,0.12001200120012
151,2,3,0,1,0,:,:1N:1N,,,,4,0.12001200120012
152,2,3,0,1,0,:1O,::1N,,,,4,0.12001200120012
153,3,3,0,2,1,::1O,::1N,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
154,4,2,0,1,1,:1O:1O:1O,:1N,,,1L,4,0.12001200120012
155,3,4,0,1,0,::1O,:::,,,,4,0.12001200120012
156,3,5,0,1,1,:1O:1O,::1N:1N:1N,,,1L,4,0.12001200120012
157,1,7,0,1,1,1O,::::1N:1N:1N,,,1L,4,0.12001200120012
158,4,1,0,1,0,:::1O,,,,,4,0.12001200120012
159,2,5,0,1,1,1O:1O,::1N:1N:1N,,,1L,4,0.12001200120012
160,1,6,0,1,2,,1N:1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
161,3,6,0,1,1,::1O,:::1N:1N:1N,,,1L,4,0.12001200120012
162,2,5,0,1,1,:1O,::::1N,,,1L,4,0.12001200120012
163,2,4,0,1,2,:1O,1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
164,1,6,0,1,1,1O,::1N:1N:1N:1N,,,1L,4,0.12001200120012
165,2,2,0,1,1,:,1N:1N,,,1L,4,0.12001200120012
166,3,3,1,1,1,::,:1N:1N,1O,,1L,4,0.12001200120012
167,1,6,0,1,1,,:1N:1N:1N:1N:1N,,,1L,4,0.12001200120012
168,1,6,0,1,0,,:::::,,,,4,0.12001200120012
169,2,2,0,1,1,:1O,:1N,,,1L,4,0.12001200120012
170,3,2,0,2,1,::1O,:1N,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
171,5,1,0,1,1,::1O:1O:1O,1N,,,1L,4,0.12001200120012
172,1,3,0,1,1,,:1N:1N,,,1L,4,0.12001200120012
173,6,2,0,1,1,::::1O:1O,:1N,,,1L,4,0.12001200120012
174,4,5,0,1,1,:::1O,::1N:1N:1N,,,1L,4,0.12001200120012
175,0,7,0,1,2,,:1N:1N:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
176,5,3,0,1,1,::::1O,1N:1N:1N,,,1L,4,0.12001200120012
177,4,6,0,1,1,:::,:::1N:1N:1N,,,1L,4,0.12001200120012
178,1,5,0,1,2,1O,:1N:1N:1N:1N,,,1L:1L,4,0.12001200120012
179,0,5,0,1,0,,::::1N,,,,4,0.12001200120012
180,4,3,1,1,1,:::1O,:1N:1N,,,1L,4,0.12001200120012
181,1,4,0,1,1,,:::1N,,,1L,4,0.12001200120012
182,1,3,0,1,1,1O,:1N:1N,,,1L,4,0.12001200120012
183,5,2,0,1,0,::::,:1N,,,,3,0.09000900090009
184,5,2,0,1,0,::::1O,:,,,,3,0.09000900090009
185,4,2,0,1,0,:::1O,:,,,,3,0.09000900090009
186,4,2,0,1,1,:::,1N:1N,,,1L,3,0.09000900090009
187,4,4,0,1,1,:::,::1N:1N,,,1L,3,0.09000900090009
188,3,3,1,1,1,::,1N:1N:1N,,,1L,3,0.09000900090009
189,1,6,1,1,1,,::::1N:1N,1O,,1L,3,0.09000900090009
190,0,8,0,1,1,,::::1N:1N:1N:1N,,,1L,3,0.09000900090009
191,5,4,0,1,1,::::1O,:1N:1N:1N,,,1L,3,0.09000900090009
192,3,4,0,1,1,::2O,::1N:1N,,,1L,3,0.09000900090009
193,1,4,1,1,1,1O,:1N:1N:1N,,,1L,3,0.09000900090009
194,2,5,1,1,1,:,::1N:1N:1N,1O,,1L,3,0.09000900090009
195,2,6,0,1,1,:1O,::1N:1N:1N:1N,,,1L,3,0.09000900090009
196,5,1,0,1,1,:::1O:1O,1N,,,1L,3,0.09000900090009
197,3,5,0,1,2,:1O:1O,1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
198,2,5,0,1,0,:,:::1N:1N,,,,3,0.09000900090009
199,1,4,0,1,2,1O,:1N:1N:1N,,,1L:1L,3,0.09000900090009
200,0,5,0,1,1,,:::1N:1N,,,1L,3,0.09000900090009
201,2,6,0,1,2,:1O,1N:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
202,3,5,1,1,1,::1O,:::1N:1N,,,1L,3,0.09000900090009
203,2,6,0,1,2,:1O,::1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
204,3,3,0,2,1,:1O:1O,::1N,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
205,2,3,1,1,1,:,:1N:1N,,,1L,3,0.09000900090009
206,3,5,0,1,1,::1O,:1N:1N:1N:1N,,,1L,3,0.09000900090009
207,3,5,0,1,1,::,:::1N:1N,,,1L,3,0.09000900090009
208,3,6,0,1,1,::,::1N:1N:1N:1N,,,1L,3,0.09000900090009
209,1,8,0,1,2,,::1N:1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
210,2,5,1,1,1,:1O,:::1N:1N,,,1L,3,0.09000900090009
211,3,4,0,1,1,::1O,1N:1N:1N:1N,,,1L,3,0.09000900090009
212,3,2,0,1,1,1O:1O:1O,:1N,,,1L,3,0.09000900090009
213,2,3,0,1,0,:,::1N,,,,3,0.09000900090009
214,1,5,0,1,0,,::::1N,,,,3,0.09000900090009
215,2,4,1,1,1,:1O,:::1N,1O,,1L,3,0.09000900090009
216,2,5,0,1,0,:1O,::::1N,,,,3,0.09000900090009
217,1,5,0,1,1,1O,:1N:1N:1N:1N,,,1L,3,0.09000900090009
218,3,2,0,1,1,::1O,1N:1N,,,1L,3,0.09000900090009
219,4,3,1,1,1,:::1O,:1N:1N,1O,,1L,3,0.09000900090009
220,5,3,0,1,0,::::,::,,,,3,0.09000900090009
221,5,3,0,1,1,::::,1N:1N:1N,,,1L,3,0.09000900090009
222,2,4,1,1,1,:1O,:1N:1N:1N,,,1L,3,0.09000900090009
223,1,5,0,1,2,1O,1N:1N:1N:1N:1N,,,1L:1L,3,0.09000900090009
224,2,5,0,1,0,:1O,::::,,,,3,0.09000900090009
225,3,4,0,1,0,::,::1N:1N,,,,3,0.09000900090009
226,4,4,0,1,0,:::,:::,,,,3,0.09000900090009
227,3,3,1,1,1,::1O,:1N:1N,1O,,1L,3,0.09000900090009
228,4,3,0,1,1,:1O:1O:1O,::1N,,,1L,3,0.09000900090009
229,3,2,0,1,1,::1O,:1N,,,1L,3,0.09000900090009
230,4,4,0,1,1,:1O:1O:1O,::1N:1N,,,1L,3,0.09000900090009
231,0,6,0,1,0,,:::::1N,,,,3,0.09000900090009
232,2,5,0,1,1,:1O,:1N:1N:1N:1N,,,1L,3,0.09000900090009
233,1,6,0,1,0,,:::::1N,,,,3,0.09000900090009
234,3,5,0,1,0,::,::::1N,,,,2,0.06000600060006
235,3,5,0,1,0,::1O,::::,,,,2,0.06000600060006
236,3,3,0,2,1,::1O,::1N,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
237,5,1,0,1,0,::::1O,,,,,2,0.06000600060006
238,5,4,0,1,1,:::1O:1O,::1N:1N,,,1L,2,0.06000600060006
239,1,4,0,1,1,1O,1N:1N:1N:1N,,,1L,2,0.06000600060006
240,0,5,1,1,1,,:1N:1N:1N:1N,,,1L,2,0.06000600060006
241,2,3,0,2,1,:,::1N,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
242,0,6,0,1,1,,::::1N:1N,,,1L,2,0.06000600060006
243,3,4,0,1,1,::,:::1N,,,1L,2,0.06000600060006
244,5,1,0,1,0,::::,,,,,2,0.06000600060006
245,2,6,0,1,1,1O:1O,:::1N:1N:1N,,,1L,2,0.06000600060006
246,3,4,1,1,1,::,::1N:1N,,,1L,2,0.06000600060006
247,2,6,0,1,1,1O:1O,::::1N:1N,,,1L,2,0.06000600060006
248,5,3,0,1,1,:::1O:1O,::1N,,,1L,2,0.06000600060006
249,2,4,1,1,1,:,::1N:1N,,,1L,2,0.06000600060006
250,5,3,0,1,1,::::,:1N:1N,,,1L,2,0.06000600060006
