,num_dol,num_dmso,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmso,atoms_tfsi,atoms_ps,atoms_li,count,%
306,2,5,0,1,1,:,::1O:1O:1O1S,,,1L,2,0.06000600060006
307,2,5,0,1,1,:,:::1O:1O1S,,,1L,2,0.06000600060006
308,4,4,0,1,0,:::1O,::1O:1S,,,,2,0.06000600060006
309,4,4,0,1,0,:::1O,:1S:1S:1S,,,,2,0.06000600060006
310,2,5,0,1,1,:1O,:1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
311,5,4,0,1,1,::::1O,::1O:1O1S,,,1L,2,0.06000600060006
312,4,4,0,1,0,:::,:::1O1S,,,,2,0.06000600060006
313,2,7,0,1,2,:,::::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
314,2,7,0,1,0,:1O,::::1S:1S:1S,,,,2,0.06000600060006
315,3,4,0,1,2,:1O:1O,:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
316,3,6,0,1,2,::1O,::1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
317,2,7,0,1,1,:1O,::::1O:1O1S:1O1S,,,1L,2,0.06000600060006
318,5,5,0,1,0,::::,::::,,,,2,0.06000600060006
319,2,7,0,1,1,:1O,::::1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
320,2,4,0,1,1,:1O,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
321,4,4,0,1,1,:::1O,:1O:1O:1O1S,,,1L,2,0.06000600060006
322,4,4,0,1,1,:::1O,::1O:1O,,,1L,2,0.06000600060006
323,5,5,0,1,0,:::1O:1O,::::1S,,,,2,0.06000600060006
324,1,5,0,1,0,,::::,,,,2,0.06000600060006
325,4,4,0,1,2,:::,1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
326,3,4,0,1,1,::,:1O:1O:1O1S,,,1L,2,0.06000600060006
327,2,4,0,1,2,:,:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
328,4,4,0,1,2,:::,:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
329,2,4,0,1,2,:,1O1S:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
330,4,4,0,1,2,:::,1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
331,2,4,0,1,1,:2O,::1O:1O1S,,,1L,2,0.06000600060006
332,4,4,0,1,1,:::1O,:1O1S:1O1S:1S,,,1L,2,0.06000600060006
333,2,4,1,1,0,:,::1S:1S,,,,2,0.06000600060006
334,1,5,0,1,1,,:1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
335,2,4,1,1,2,:,:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
336,1,4,0,1,1,1O,:1O1S:1O1S:1S,,,1L,2,0.06000600060006
337,2,5,0,1,0,1O:2O,::::1S,,,,2,0.06000600060006
338,2,5,0,1,0,1O:1O,::::,,,,2,0.06000600060006
339,3,6,0,1,2,::,:::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
340,1,4,0,1,1,1O,::1O1S:1O1S,,,1L,2,0.06000600060006
341,4,4,0,1,1,::1O:1O,:1O:1O1S:1S,,,1L,2,0.06000600060006
342,4,4,0,1,1,::1O:1O,::1O1S:1O1S,,,1L,2,0.06000600060006
343,3,4,0,1,1,::1O,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
344,3,4,0,1,1,::1O,::1O:1O,,,1L,2,0.06000600060006
345,2,4,0,1,1,:,1O1S:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
346,2,4,1,1,1,:1O,:1O:1O1S:1S,,,1L,2,0.06000600060006
347,3,5,0,1,2,::,:1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
348,2,5,0,1,1,:1O,:1O:1O:1O1S:1S,,,1L,2,0.06000600060006
349,2,4,0,1,1,:,:1O:1O1S:1O1S,,,1L,2,0.06000600060006
350,4,4,0,1,1,:::,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
351,6,3,0,1,0,:::::,::1O1S,,,,2,0.06000600060006
352,0,8,0,1,1,,::::1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
353,4,3,0,1,1,:::1O,1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
354,0,6,0,1,0,,:::::1S,,,,2,0.06000600060006
355,2,6,0,1,1,:,:::1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
356,4,3,0,1,0,:::1O,::1O,,,,2,0.06000600060006
357,4,3,0,1,0,:::1O,::1O1S,,,,2,0.06000600060006
358,7,1,0,1,0,::::::,,,,,2,0.06000600060006
359,0,6,0,1,2,,::1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
360,3,5,0,1,1,1O:1O:1O,:::1O:1O,,,1L,2,0.06000600060006
361,2,6,0,1,1,1O:1O,::::1O:1O,,,1L,2,0.06000600060006
362,0,6,0,1,2,,::1O:1O:1O1S:1S,,,1L:1L,2,0.06000600060006
363,3,5,0,1,1,:1O:1O,::1O:1O1S:1O1S,,,1L,2,0.06000600060006
364,2,6,0,1,0,:,:::::1O1S,,,,2,0.06000600060006
365,3,4,1,1,1,::1O,::1O1S:1O1S,,,1L,2,0.06000600060006
366,2,6,0,1,0,:,::::1O:1S,,,,2,0.06000600060006
367,2,6,0,1,0,:,:::1O:1S:1S,,,,2,0.06000600060006
368,4,3,0,1,1,::1O:1O,:1O:1O,,,1L,2,0.06000600060006
369,3,4,1,1,1,:1O:1O,::1O:1O1S,,,1L,2,0.06000600060006
370,4,3,0,1,1,::1O:2O,::1O1S,,,1L,2,0.06000600060006
371,7,2,0,1,0,:::::1O:1O,:1S,,,,2,0.06000600060006
372,2,6,0,1,1,:,:::1O:1O:1O1S,,,1L,2,0.06000600060006
373,0,6,0,1,0,,::::1O1S:1S,,,,2,0.06000600060006
374,3,5,0,1,0,::1O,::::1O1S,,,,2,0.06000600060006
375,2,6,0,1,2,:,::1O1S:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
376,2,6,0,1,2,:,::1O:1O:1O1S:1S,,,1L:1L,2,0.06000600060006
377,2,6,0,1,2,1O:1O,:::1O:1O:1O1S,,,1L:1L,2,0.06000600060006
378,2,6,0,1,2,1O:1O,:::1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
379,4,3,0,1,0,::1O:1O,:1S:1S,,,,2,0.06000600060006
380,3,5,0,1,0,::1O,::1S:1S:1S,,,,2,0.06000600060006
381,4,3,0,1,0,::1O:2O,:1S:1S,,,,2,0.06000600060006
382,3,5,0,1,0,::,:::1S:1S,,,,2,0.06000600060006
383,7,2,0,1,0,::::::1O,:,,,,2,0.06000600060006
384,2,6,0,1,1,:1O,:::1O:1O:1O1S,,,1L,2,0.06000600060006
385,3,5,0,1,0,::,:::1O:1S,,,,2,0.06000600060006
386,2,6,0,1,1,:1O,::1O:1O:1O1S:1S,,,1L,2,0.06000600060006
387,7,3,0,1,0,::::::,::1S,,,,2,0.06000600060006
388,2,6,0,1,1,:1O,::1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
389,3,5,0,1,0,::2O,::::,,,,2,0.06000600060006
390,2,6,0,1,1,:1O,::1O1S:1O1S:1O1S:1S,,,1L,2,0.06000600060006
391,4,2,1,1,0,:::,:1S,,,,2,0.06000600060006
392,4,3,0,1,1,:::1O,:1O1S:1O1S,,,1L,2,0.06000600060006
393,6,2,0,1,0,:::::2O,:,,,,2,0.06000600060006
394,2,6,0,1,2,:1O,:::1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
395,4,4,0,1,0,:1O:1O:1O,:::,,,,2,0.06000600060006
396,3,5,0,1,1,::,:1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
397,2,5,0,1,2,:1O,::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
398,2,5,0,1,2,:1O,::1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
399,2,5,0,1,2,:,::1O:1O:1O1S,,,1L:1L,2,0.06000600060006
400,6,3,0,1,0,:::::1O,::1O,,,,2,0.06000600060006
401,0,7,1,1,1,,:::1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
402,2,6,1,1,1,:1O,::::1O:1O1S,1O,,1L,2,0.06000600060006
403,4,4,0,1,0,::1O:1O,::1S:1S,,,,2,0.06000600060006
404,2,5,0,1,2,:,:1O:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
405,1,5,0,1,1,,:::1O:1O1S,,,1L,2,0.06000600060006
406,6,3,0,1,0,:::::,:1S:1S,,,,2,0.06000600060006
407,4,4,0,1,0,::1O:2O,::1O1S:1S,,,,2,0.06000600060006
408,6,3,0,1,0,:::1O:1O:1O,::,,,,2,0.06000600060006
409,2,5,0,1,1,:1O,:::1O:1O,,,1L,2,0.06000600060006
410,0,8,0,1,0,,::::::1S:1S,,,,2,0.06000600060006
411,3,5,0,1,1,::1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
412,6,3,0,1,1,::::1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
413,4,2,0,1,0,::1O:1O,:1S,,,,2,0.06000600060006
414,4,2,0,1,0,::1O:2O,:,,,,2,0.06000600060006
415,4,2,0,1,0,:::2O,:,,,,2,0.06000600060006
416,4,2,1,1,0,::1O:1O,:,,,,2,0.06000600060006
417,2,5,1,1,2,:,::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
418,6,4,0,1,0,:::::1O,:::,,,,2,0.06000600060006
419,4,3,1,1,0,::1O:1O,::1S,,,,2,0.06000600060006
420,0,7,0,1,0,,::::::,,,,2,0.06000600060006
421,2,5,1,1,1,:1O,::1O:1O1S:1O1S,,,1L,2,0.06000600060006
422,4,3,1,1,0,:::,::,1O,,,2,0.06000600060006
423,4,3,1,1,0,:::1O,::,1O,,,2,0.06000600060006
424,4,2,0,1,0,:::,1S:1S,,,,2,0.06000600060006
425,0,7,0,1,1,,:::1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
426,2,6,0,2,1,:1O,::::1O:1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
427,4,3,1,1,1,::1O:1O,:1O:1O,,,1L,2,0.06000600060006
428,2,5,1,1,0,:1O,::::,,,,2,0.06000600060006
429,6,3,0,1,1,:::::1O,:1O:1O1S,,,1L,2,0.06000600060006
430,6,3,0,1,1,::::1O:2O,:1O:1O1S,,,1L,2,0.06000600060006
431,2,5,1,1,0,:,:::1S:1S,,,,2,0.06000600060006
432,5,4,0,1,1,::::1O,::1O1S:1O1S,,,1L,2,0.06000600060006
433,3,5,0,1,0,::1O,:::1O:1S,,,,2,0.06000600060006
434,2,7,0,1,2,:1O,::1O:1O:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
435,1,7,0,1,1,1O,::::1O:1O1S:1O1S,,,1L,2,0.06000600060006
436,3,5,0,1,2,::1O,1O:1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
437,3,4,0,1,0,::2O,:::,,,,2,0.06000600060006
438,1,7,0,1,1,,::::1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
439,4,6,0,1,0,:::,:::::1S,,,,2,0.06000600060006
440,1,5,1,1,0,1O,::::1S,,,,2,0.06000600060006
441,1,5,1,1,0,2O,::::,,,,2,0.06000600060006
442,5,3,1,1,0,::::1O,::1S,,,,2,0.06000600060006
443,1,7,0,1,1,,::1O:1O:1O1S:1S:1S,,,1L,2,0.06000600060006
444,1,7,0,1,0,1O,::::::1S,,,,2,0.06000600060006
445,5,3,1,1,0,::::1O,::,,,,2,0.06000600060006
446,1,7,0,1,0,1O,:::::1S:1S,,,,2,0.06000600060006
447,1,7,0,1,0,,::::::1S,,,,2,0.06000600060006
448,3,6,0,1,0,::,::::1S:1S,,,,2,0.06000600060006
449,1,5,1,1,1,1O,::1O:1O1S:1S,,,1L,2,0.06000600060006
450,1,7,0,1,0,,:::::1S:1S,,,,2,0.06000600060006
451,3,3,0,1,2,::1O,1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
452,1,5,1,1,1,1O,:::1O1S:1O1S,,,1L,2,0.06000600060006
453,1,7,0,1,1,1O,:::1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
454,3,3,0,1,1,:1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
455,1,8,0,1,1,,:::::1O:1O1S:1O1S,,,1L,2,0.06000600060006
456,3,4,0,1,0,::2O,:::1S,,,,2,0.06000600060006
457,3,4,0,1,1,1O:1O:2O,::1O1S:1O1S,,,1L,2,0.06000600060006
458,3,3,0,1,0,:1O:1O,:1S:1S,,,,2,0.06000600060006
459,3,3,0,1,0,:1O:1O,::,,,,2,0.06000600060006
460,1,8,0,1,0,,::::::1S:1S,,,,2,0.06000600060006
461,3,5,0,1,2,::2O,::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
462,5,4,0,1,0,:::1O:2O,:::,,,,2,0.06000600060006
463,3,3,0,1,0,:1O:1O,::1S,,,,2,0.06000600060006
464,4,5,0,1,1,:::1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
465,4,5,0,1,1,:::1O,::1O:1O:1S,,,1L,2,0.06000600060006
466,4,5,0,1,1,:::1O,:::1O1S:1O1S,,,1L,2,0.06000600060006
467,4,5,0,1,1,:::1O,:::1O:1O1S,,,1L,2,0.06000600060006
468,5,4,0,1,0,::1O:1O:2O,:::1S,,,,2,0.06000600060006
469,1,5,1,1,0,,:::1S:1S,1O,,,2,0.06000600060006
470,1,7,0,1,2,,:::1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
471,1,5,1,1,0,,::::,,,,2,0.06000600060006
472,3,3,0,1,0,::2O,:1S:1S,,,,2,0.06000600060006
473,1,7,0,1,2,,::1O:1O1S:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
474,3,6,0,1,0,:1O:1O,:::::,,,,2,0.06000600060006
475,5,1,0,1,0,:::1O:1O,,,,,2,0.06000600060006
476,5,1,0,1,0,:::1O:1O,1S,,,,2,0.06000600060006
477,5,3,1,1,0,::::,:1S:1S,,,,2,0.06000600060006
478,3,4,0,1,0,::,:1O1S:1S:1S,,,,2,0.06000600060006
479,5,2,1,1,0,::::1O,:,,,,2,0.06000600060006
480,5,2,1,1,0,::::1O,:1S,,,,2,0.06000600060006
481,1,6,0,1,0,,::::1O:1S,,,,2,0.06000600060006
482,5,3,0,1,0,:1O:1O:1O:1O,::,,,,2,0.06000600060006
483,1,6,0,1,0,,::::1S:1S,,,,2,0.06000600060006
484,1,6,0,1,2,,::1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
485,1,6,0,1,2,,::1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
486,3,4,0,1,0,:2O:2O,:::1S,,,,2,0.06000600060006
487,3,4,0,1,0,:1O:2O,:::1S,,,,2,0.06000600060006
488,3,4,0,1,0,1O:1O:1O,:::1S,,,,2,0.06000600060006
489,3,4,0,1,0,:1O:2O,:::,,,,2,0.06000600060006
490,5,3,0,1,0,:::1O:2O,::1S,,,,2,0.06000600060006
491,3,5,1,1,0,::1O,::::1S,1O,,,2,0.06000600060006
492,1,6,0,1,1,1O,::::1O:1O1S,,,1L,2,0.06000600060006
493,1,6,0,1,1,1O,::::1O1S:1O1S,,,1L,2,0.06000600060006
494,3,5,1,1,0,::1O,::::1S,,,,2,0.06000600060006
495,1,6,0,1,0,,::::1O1S:1S,,,,2,0.06000600060006
496,5,2,1,1,0,::::,:,,,,2,0.06000600060006
497,5,2,0,1,1,:::1O:1O,1O1S:1O1S,,,1L,2,0.06000600060006
498,1,6,1,1,0,1O,:::::1S,,,,2,0.06000600060006
499,5,2,0,1,0,::1O:1O:1O,:,,,,2,0.06000600060006
500,5,3,0,1,1,::::2O,:1O:1O1S,,,1L,2,0.06000600060006
501,5,2,0,1,0,::1O:1O:2O,:,,,,2,0.06000600060006
502,5,3,0,1,1,::::1O,1O:1O:1S,,,1L,2,0.06000600060006
503,3,4,0,1,0,::,::1O:1S,,,,2,0.06000600060006
504,3,3,1,1,0,::1O,::1S,1O,,,2,0.06000600060006
505,5,2,0,1,0,:::1O:2O,:1S,,,,2,0.06000600060006
506,3,4,0,1,0,::,::1O1S:1S,,,,2,0.06000600060006
507,3,5,1,1,1,::1O,::1O:1O:1S,,,1L,2,0.06000600060006
508,3,4,0,1,0,::,:1S:1S:1S,,,,2,0.06000600060006
509,5,3,0,1,1,:::1O:1O,:1O:1O1S,,,1L,2,0.06000600060006
510,1,6,1,1,0,,:::::,,,,2,0.06000600060006
511,1,6,1,1,0,,::::1S:1S,,,,2,0.06000600060006
512,5,2,0,1,0,::::2O,:,,,,2,0.06000600060006
513,3,3,1,1,0,::2O,::,,,,2,0.06000600060006
514,5,2,0,1,1,::1O:1O:1O,1O1S:1O1S,,,1L,2,0.06000600060006
515,1,5,0,1,2,1O,::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
516,2,6,0,1,2,:,::1O:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
517,2,3,0,1,1,:1O,:1O1S:1O1S,,,1L,2,0.06000600060006
518,2,4,0,1,0,1O:1O,:::,,,,2,0.06000600060006
519,2,3,0,1,0,:,::,,,,2,0.06000600060006
520,1,8,0,1,2,,::::1O:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
521,4,5,0,1,0,:::2O,::::,,,,2,0.06000600060006
522,1,8,0,1,2,,::::1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
523,4,5,0,1,1,:1O:1O:1O,:::1O:1O1S,,,1L,2,0.06000600060006
524,2,3,0,1,0,:1O,::,,,,2,0.06000600060006
525,3,2,0,1,0,::1O,:1S,,,,2,0.06000600060006
526,5,4,0,1,1,:::1O:2O,::1O1S:1O1S,,,1L,2,0.06000600060006
527,1,5,0,1,2,,:1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
528,1,5,0,1,1,2O,::1O:1O1S:1S,,,1L,2,0.06000600060006
529,1,5,0,1,1,1O,:::1O:1O1S,,,1L,2,0.06000600060006
530,5,4,0,1,0,::::2O,:::1S,,,,2,0.06000600060006
531,3,4,0,1,1,:1O:1O,:1O:1O1S:1S,,,1L,2,0.06000600060006
532,1,5,0,1,1,1O,:::1O1S:1O1S,,,1L,2,0.06000600060006
533,2,3,0,1,0,:,:1S:1S,,,,2,0.06000600060006
534,4,5,0,1,1,::1O:1O,::1O:1O1S:1O1S,,,1L,2,0.06000600060006
535,1,5,0,1,2,,:1O:1O1S:1O1S:1S,,,1L:1L,2,0.06000600060006
536,1,5,0,1,2,,::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
537,1,5,0,1,1,1O,::1O1S:1O1S:1S,,,1L,2,0.06000600060006
538,1,5,0,1,1,1O,::1O:1O1S:1O1S,,,1L,2,0.06000600060006
539,2,4,0,1,0,1O:2O,:::,,,,2,0.06000600060006
540,2,3,0,1,1,:1O,:1O:1O1S,,,1L,2,0.06000600060006
541,1,8,0,1,2,,::1O:1O:1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
542,1,5,0,1,1,1O,:1O:1O1S:1S:1S,,,1L,2,0.06000600060006
543,3,6,0,1,1,::1O,:::1O:1O:1S,,,1L,1,0.03000300030003
544,3,5,0,1,2,::1O,:1O:1O1S:1O1S:1S,,,1L:1L,1,0.03000300030003
545,3,5,0,1,1,:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
546,4,2,1,1,0,:::2O,:,,,,1,0.03000300030003
547,3,5,0,1,2,::,1O:1O:1O:1O1S:1S,,,1L:1L,1,0.03000300030003
548,3,5,0,1,1,:1O:1O,::1O:1O:1O1S,,,1L,1,0.03000300030003
549,4,2,1,1,0,:::1O,1S:1S,,,,1,0.03000300030003
550,3,6,0,1,1,:1O:1O,::::1O:1O,,,1L,1,0.03000300030003
551,4,2,1,1,0,:::,:1O1S,,,,1,0.03000300030003
552,3,6,1,1,0,::,:::1S:1S:1S,,,,1,0.03000300030003
553,4,2,0,1,1,1O:1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
554,3,5,1,1,0,::,::::,1O,,,1,0.03000300030003
555,3,5,0,1,1,:1O:2O,::1O:1O1S:1O1S,,,1L,1,0.03000300030003
556,4,2,0,1,1,:1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
557,3,5,1,1,1,::1O,:::1O:1O1S,,,1L,1,0.03000300030003
558,4,2,0,1,1,::1O:2O,:1O,,,1L,1,0.03000300030003
559,4,2,0,1,1,:::1O,1O:1O1S,,,1L,1,0.03000300030003
560,3,5,0,1,1,:1O:1O,::1O1S:1O1S:1S,,,1L,1,0.03000300030003
561,4,2,0,2,1,::1O:1O,:1O1S,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
562,3,6,1,1,0,:1O:2O,::::1S:1S,1O,,,1,0.03000300030003
563,3,5,0,1,1,:1O:2O,:1O:1O1S:1O1S:1S,,,1L,1,0.03000300030003
564,3,5,0,1,1,:1O:1O,:::1O:1S,,,1L,1,0.03000300030003
565,3,5,1,1,1,::1O,:::1O:1O,,,1L,1,0.03000300030003
566,4,2,1,1,0,:::,:,,,,1,0.03000300030003
567,4,2,1,1,1,::1O:1O,:1O1S,1O,,1L,1,0.03000300030003
568,4,2,1,1,1,:::1O,:1O1S,2O1S,,1L,1,0.03000300030003
569,3,5,0,1,1,:1O:1O,:1O:1O1S:1S:1S,,,1L,1,0.03000300030003
570,3,6,0,1,2,::,:1O:1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
571,3,6,0,1,2,::,:::1O:1O:1O1S,,,1L:1L,1,0.03000300030003
572,3,5,1,1,1,:1O:1O,:::1O1S:1O1S,1O,,1L,1,0.03000300030003
573,3,5,1,1,1,:1O:1O,::1O:1O1S:1S,,,1L,1,0.03000300030003
574,3,5,0,1,0,::2O,:::1S:1S,,,,1,0.03000300030003
575,3,6,0,1,2,::,:1O:1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
576,3,6,0,1,2,::,:1O:1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
577,3,5,0,1,0,::2O,:::1O:1S,,,,1,0.03000300030003
578,3,6,0,1,2,::,::1O:1O1S:1O1S:1S,,,1L:1L,1,0.03000300030003
579,3,5,1,1,1,:1O:1O,::1O1S:1O1S:1S,,,1L,1,0.03000300030003
580,3,5,1,1,0,::2O,::::1S,1O,,,1,0.03000300030003
581,3,5,1,1,0,::2O,::::1S,,,,1,0.03000300030003
582,3,5,0,1,2,::,:1O:1O:1O1S:1S,,,1L:1L,1,0.03000300030003
583,4,3,0,1,0,1O:1O:1O:1O,:1S:1S,,,,1,0.03000300030003
584,3,5,0,1,2,::1O,:1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
585,3,5,0,1,2,::,::1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
586,3,5,0,1,2,::,::1O:1O:1O1S,,,1L:1L,1,0.03000300030003
587,3,6,0,1,2,::,::1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
588,3,6,0,1,2,::1O,:1O1S:1O1S:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
589,3,6,0,1,2,::1O,:1O:1O1S:1O1S:1S:1S,,,1L:1L,1,0.03000300030003
590,3,5,0,1,1,1O:1O:2O,::1O:1O1S:1O1S,,,1L,1,0.03000300030003
591,3,6,0,1,2,:1O:2O,:::1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
592,3,6,0,1,2,::1O,:1O:1O:1O1S:1O1S:1S,,,1L:1L,1,0.03000300030003
593,4,2,1,1,1,:::,1O:1O1S,3O1S,,1L,1,0.03000300030003
