,num_dol,num_dtfeg,num_tfsi,num_ps,num_li,atoms_dol,atoms_dtfeg,atoms_tfsi,atoms_ps,atoms_li,count,%
944,2,2,1,1,2,:1O,2O:2O,1N1O1S,,1L:1L,1,0.03000300030003
945,2,2,1,1,2,:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
946,2,2,2,1,1,1O:1O,:,1O:1O,,1L,1,0.03000300030003
947,2,2,1,1,2,1O:2O,:2O,3O1S,,1L:1L,1,0.03000300030003
948,2,2,1,1,2,1O:2O,:2O,2O,,1L:1L,1,0.03000300030003
949,2,2,1,1,2,1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
950,2,2,1,1,2,1O:1O,:2O,3O1S,,1L:1L,1,0.03000300030003
951,2,2,1,1,2,1O:1O,:2O,1O1S,,1L:1L,1,0.03000300030003
952,2,2,1,1,2,1O:1O,:2O,1N3O2S,,1L:1L,1,0.03000300030003
953,2,2,1,2,2,1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
954,2,2,1,2,2,1O:1O,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
955,2,2,1,2,2,1O:1O,:2O,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
956,2,2,1,2,2,1O:1O,:2O,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
957,2,2,1,2,2,1O:1O,:2O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
958,2,2,1,2,2,1O:1O,:2O,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
959,2,2,1,2,2,1O:1O,:2O,1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
960,2,2,1,2,2,1O:1O,:2O,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
961,2,2,1,2,2,1O:1O,:2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
962,2,2,1,2,2,1O:2O,:2O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
963,2,2,1,2,2,:,2O:2O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
964,2,2,1,2,2,:1O,1O:2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
965,2,2,1,2,2,:1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
966,2,2,1,2,2,:1O,:2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
967,2,2,1,2,2,:1O,:2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
968,2,2,1,2,2,:1O,:2O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
969,2,2,1,2,2,:1O,:2O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
970,2,1,1,2,1,:2O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
971,2,1,1,1,2,1O:2O,2O,2O2S,,1L:1L,1,0.03000300030003
972,2,1,1,1,2,1O:2O,2O,2O1S,,1L:1L,1,0.03000300030003
973,1,2,1,1,2,1O,2O:2O,1N2O1S,,1L:1L,1,0.03000300030003
974,1,2,1,2,2,1O,2O:2O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
975,1,2,1,2,2,1O,2O:2O,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
976,1,2,1,2,2,,2O:2O,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
977,1,2,1,2,2,,2O:2O,1O,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
978,1,2,1,1,2,1O,2O:2O,2O2S,,1L:1L,1,0.03000300030003
979,1,2,1,1,2,1O,2O:2O,1N3O1S,,1L:1L,1,0.03000300030003
980,1,2,1,1,2,1O,2O:2O,1N1O,,1L:1L,1,0.03000300030003
981,1,2,1,2,2,1O,:2O,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
982,1,2,1,1,2,1O,1O:2O,1O,,1L:1L,1,0.03000300030003
983,1,2,1,1,2,1O,1O:2O,1N3O2S,,1L:1L,1,0.03000300030003
984,1,2,1,1,2,,2O:2O,1O,,1L:1L,1,0.03000300030003
985,1,2,1,1,1,2O,:2O,1O,,1L,1,0.03000300030003
986,1,2,1,1,1,1O,:1O,2O,,1L,1,0.03000300030003
987,1,2,1,1,1,1O,:,3O1S,,1L,1,0.03000300030003
988,1,2,1,2,2,1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
989,1,2,1,2,2,1O,:2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
990,2,1,1,1,2,1O:1O,2O,1N2O2S,,1L:1L,1,0.03000300030003
991,1,2,1,2,2,1O,:2O,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
992,1,2,2,1,1,,:2O,:1O,,1L,1,0.03000300030003
993,1,2,1,2,2,2O,:2O,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
994,1,2,1,2,2,1O,:2O,3O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
995,1,2,1,2,2,1O,:2O,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
996,1,2,1,2,2,1O,:2O,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
997,1,2,1,2,2,1O,:2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
998,1,2,1,2,2,1O,:2O,2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
999,1,2,1,2,2,1O,:2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1000,1,2,1,2,2,1O,:2O,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1001,1,2,1,2,2,1O,:2O,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1002,1,2,1,2,2,1O,:2O,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1003,1,2,1,2,2,1O,:2O,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1004,1,2,1,2,2,1O,:2O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1005,1,2,1,2,2,1O,:2O,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1006,1,2,1,1,1,,:2O,1O1S,,1L,1,0.03000300030003
1007,1,2,1,1,1,,:2O,1O,,1L,1,0.03000300030003
1008,1,2,1,1,1,,:2O,,,1L,1,0.03000300030003
1009,0,3,0,1,1,,:1O:2O,,,1L,1,0.03000300030003
1010,0,5,1,1,1,,::::2O,1O,,1L,1,0.03000300030003
1011,0,4,2,1,1,,:::2O,:1O,,1L,1,0.03000300030003
1012,0,3,1,2,2,,:2O:2O,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1013,0,3,1,1,2,,:2O:2O,2O1S,,1L:1L,1,0.03000300030003
1014,0,3,1,1,2,,:2O:2O,1N3O2S,,1L:1L,1,0.03000300030003
1015,0,3,1,1,1,,::2O,,,1L,1,0.03000300030003
1016,0,2,2,2,2,,:2O,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1017,1,2,1,1,1,,1O:2O,1O,,1L,1,0.03000300030003
1018,0,2,2,2,2,,:2O,1O:2O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1019,0,2,2,2,2,,:2O,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1020,0,2,2,2,2,,:2O,1N1O1S:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1021,0,2,2,1,2,,2O:2O,1O:2O1S,,1L:1L,1,0.03000300030003
1022,0,2,2,1,1,,1O:2O,:1O,,1L,1,0.03000300030003
1023,0,2,1,2,2,,2O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1024,1,1,1,1,1,1O,,2O1S,,1L,1,0.03000300030003
1025,1,1,1,2,2,1O,2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1026,1,1,1,2,2,1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1027,1,1,1,2,2,1O,2O,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1028,1,1,1,2,2,1O,2O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1029,1,1,1,2,2,1O,2O,2O1S,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1030,1,1,2,2,2,,2O,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1031,1,1,2,2,2,,2O,1O:1O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1032,1,1,2,2,2,1O,2O,1O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1033,1,1,3,2,2,1O,2O,:1O1S:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1034,1,1,3,2,2,1O,2O,::1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1035,1,2,0,1,1,,:2O,,,1L,1,0.03000300030003
1036,1,2,0,1,1,1O,1O:2O,,,1L,1,0.03000300030003
1037,1,2,0,1,1,1O,:2O,,,1L,1,0.03000300030003
1038,1,2,0,1,1,2O,1O:2O,,,1L,1,0.03000300030003
1039,1,2,0,2,2,,2O:2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1040,1,2,0,2,2,,2O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1041,1,2,2,1,1,1O,1O:2O,:1O,,1L,1,0.03000300030003
1042,1,2,2,1,2,1O,2O:2O,1O:1O,,1L:1L,1,0.03000300030003
1043,1,2,2,2,2,1O,1O:2O,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1044,1,4,1,1,1,1O,::1O:2O,1O,,1L,1,0.03000300030003
1045,2,0,3,1,2,1O:1O,,1O1S:1O1S:2O1S,,1L:1L,1,0.03000300030003
1046,2,0,1,1,2,1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1047,1,5,1,1,1,,:::1O:2O,1O,,1L,1,0.03000300030003
1048,1,4,1,1,2,1O,::1O:2O,2O,,1L:1L,1,0.03000300030003
1049,1,4,1,1,1,1O,:::2O,2O,,1L,1,0.03000300030003
1050,1,4,1,1,1,1O,:::2O,,,1L,1,0.03000300030003
1051,1,4,1,1,1,,:::2O,2O1S,,1L,1,0.03000300030003
1052,1,4,0,1,1,,::1O:2O,,,1L,1,0.03000300030003
1053,1,4,1,1,1,,:::2O,2O,,1L,1,0.03000300030003
1054,1,4,1,1,1,,::1O:2O,1N2O1S,,1L,1,0.03000300030003
1055,1,4,0,2,1,2O,::1O:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1056,1,4,0,1,2,1O,::2O:2O,,,1L:1L,1,0.03000300030003
1057,1,4,0,1,1,2O,:::2O,,,1L,1,0.03000300030003
1058,1,4,0,1,1,1O,::1O:2O,,,1L,1,0.03000300030003
1059,2,0,3,1,2,1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1060,2,0,4,1,2,1O:1O,,1O:1O1S:1O1S:2O,,1L:1L,1,0.03000300030003
1061,2,0,4,1,2,1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1062,2,0,4,1,2,1O:1O,,1O:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1063,2,0,4,1,2,1O:1O,,1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
1064,2,0,4,1,2,1O:2O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
1065,2,1,0,1,1,1O:1O,,,,1L,1,0.03000300030003
1066,2,1,0,1,2,1O:1O,,,,1L:1L,1,0.03000300030003
1067,2,1,0,2,2,1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1068,2,1,0,2,2,1O:1O,2O,,2S:2S:2S:2S:2S:3S:3S:4S,1L:1L,1,0.03000300030003
1069,2,1,0,2,2,1O:1O,2O,,3S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1070,2,1,0,2,2,1O:1O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1071,2,1,0,2,2,1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1072,2,1,0,2,2,1O:2O,2O,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1073,2,1,1,1,1,1O:1O,,1O,,1L,1,0.03000300030003
1074,2,1,1,1,1,:1O,2O,,,1L,1,0.03000300030003
1075,2,1,1,1,2,1O:1O,2O,1N1O1S,,1L:1L,1,0.03000300030003
1076,1,4,0,1,1,,:::2O,,,1L,1,0.03000300030003
1077,1,3,2,1,2,,:1O:2O,1O:2O,,1L:1L,1,0.03000300030003
1078,1,2,2,2,2,1O,:2O,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1079,1,3,0,1,1,2O,:1O:2O,,,1L,1,0.03000300030003
1080,1,3,1,1,1,1O,::,1O,,1L,1,0.03000300030003
1081,1,3,1,1,1,,::2O,2O,,1L,1,0.03000300030003
1082,1,3,1,1,1,,:1O:2O,,,1L,1,0.03000300030003
1083,1,3,0,2,1,2O,::2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1084,1,3,0,2,1,1O,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1085,1,3,0,1,1,2O,::2O,,,1L,1,0.03000300030003
1086,1,3,0,1,1,,1O:1O:2O,,,1L,1,0.03000300030003
1087,1,3,2,1,1,1O,::2O,:1O,,1L,1,0.03000300030003
1088,1,2,3,2,2,,:2O,:1O:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1089,1,2,3,1,2,,2O:2O,:1O:2O1S,,1L:1L,1,0.03000300030003
1090,1,2,3,1,2,,2O:2O,1O:1O:1O,,1L:1L,1,0.03000300030003
1091,1,2,3,1,1,,:2O,::1O,,1L,1,0.03000300030003
1092,1,2,2,2,3,1O,1O:2O,1O:1O,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1093,1,2,2,2,2,1O,:2O,1O:1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1094,1,3,1,1,2,1O,1O:1O:2O,1N3O2S,,1L:1L,1,0.03000300030003
1095,1,3,1,1,2,1O,:2O:2O,,,1L:1L,1,0.03000300030003
1096,1,3,1,1,2,1O,:2O:2O,1N1O,,1L:1L,1,0.03000300030003
1097,1,3,1,1,2,1O,:2O:2O,1N2O2S,,1L:1L,1,0.03000300030003
1098,1,3,1,1,2,1O,:2O:2O,1N3O2S,,1L:1L,1,0.03000300030003
1099,1,3,1,1,2,2O,:2O:2O,2O1S,,1L:1L,1,0.03000300030003
1100,1,3,1,2,2,,:2O:2O,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1101,1,3,1,2,2,1O,:1O:2O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1102,1,3,1,2,2,1O,:1O:2O,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1103,1,3,1,2,2,1O,:2O:2O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1104,1,3,1,2,2,1O,::1O,1N2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1105,1,3,1,2,2,1O,::2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1106,1,3,1,2,2,1O,::2O,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1107,1,3,1,2,2,2O,:1O:2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1108,1,3,1,2,2,2O,::2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1109,1,3,2,1,1,,::2O,:1O,,1L,1,0.03000300030003
1110,1,3,2,1,1,1O,::2O,1O:1O,,1L,1,0.03000300030003
1111,2,3,2,1,1,1O:1O,::,1O:2O,,1L,1,0.03000300030003
1112,2,4,0,1,1,:,::1O:2O,,,1L,1,0.03000300030003
1113,2,4,0,1,1,:,:::2O,,,1L,1,0.03000300030003
1114,3,2,0,2,2,:1O:1O,:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1115,3,2,1,1,1,1O:1O:2O,:1O,1O,,1L,1,0.03000300030003
1116,0,2,1,1,2,,2O:2O,2O1S,,1L:1L,1,0.03000300030003
1117,3,2,1,1,1,1O:1O:1O,:1O,,,1L,1,0.03000300030003
1118,3,2,0,2,3,1O:1O:1O,1O:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L:1L,1,0.03000300030003
1119,3,2,0,2,2,::1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1120,3,2,0,2,2,:1O:2O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1121,3,2,0,2,2,:1O:1O,:2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1122,3,2,1,1,1,:1O:1O,:,,,1L,1,0.03000300030003
1123,3,2,0,2,2,:1O:1O,:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1124,3,2,0,2,2,:1O:1O,:2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1125,3,2,0,2,2,:1O:1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1126,3,2,0,2,2,:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1127,3,2,0,2,2,:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1128,3,2,0,2,2,1O:1O:2O,:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1129,3,2,1,1,1,:1O:1O,1O:2O,1O,,1L,1,0.03000300030003
1130,3,2,1,1,1,:1O:1O,:,1O1S,,1L,1,0.03000300030003
1131,3,1,2,1,2,1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
1132,3,2,1,1,2,1O:1O:1O,:,1O,,1L:1L,1,0.03000300030003
1133,3,2,1,1,2,:1O:1O,2O:2O,2O,,1L:1L,1,0.03000300030003
1134,3,2,1,1,2,:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
1135,3,2,1,1,2,1O:1O:2O,:2O,1O,,1L:1L,1,0.03000300030003
1136,3,2,1,1,2,1O:1O:1O,:2O,1O1S,,1L:1L,1,0.03000300030003
1137,3,2,1,1,2,1O:1O:1O,:2O,1N3O2S,,1L:1L,1,0.03000300030003
1138,3,2,1,1,2,1O:1O:1O,:2O,,,1L:1L,1,0.03000300030003
1139,3,2,1,1,2,1O:1O:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
1140,3,2,1,1,1,:1O:1O,:,2O1S,,1L,1,0.03000300030003
1141,3,2,1,1,1,::1O,:1O,2O1S,,1L,1,0.03000300030003
1142,3,2,1,1,1,::1O,:1O,1N2O1S,,1L,1,0.03000300030003
1143,3,2,1,1,1,::,:2O,2O1S,,1L,1,0.03000300030003
1144,3,2,1,1,1,:1O:2O,:2O,1O,,1L,1,0.03000300030003
1145,3,2,1,1,1,:1O:1O,:2O,1O,,1L,1,0.03000300030003
1146,3,2,1,1,1,:1O:1O,:1O,2O,,1L,1,0.03000300030003
1147,3,2,0,2,2,1O:1O:2O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1148,3,2,0,2,2,1O:1O:2O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1149,3,2,0,2,2,1O:1O:1O,:2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1150,3,1,2,1,3,1O:1O:1O,,1O:1O,,1L:1L:1L,1,0.03000300030003
1151,3,1,2,2,2,::1O,2O,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1152,3,1,2,2,2,::,2O,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1153,3,1,2,2,2,:1O:2O,2O,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1154,3,1,2,2,2,:1O:1O,2O,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1155,3,1,2,2,2,1O:1O:1O,,:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1156,3,1,2,1,3,1O:1O:1O,,1O:3O1S,,1L:1L:1L,1,0.03000300030003
1157,3,1,2,1,2,:1O:1O,2O,:2O,,1L:1L,1,0.03000300030003
1158,3,2,0,2,2,1O:1O:1O,:2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1159,3,1,2,1,2,:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1160,3,1,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1161,3,1,2,1,2,1O:1O:2O,2O,:1O,,1L:1L,1,0.03000300030003
1162,3,1,2,1,2,1O:1O:2O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
1163,3,1,2,1,2,1O:1O:1O,2O,:3O1S,,1L:1L,1,0.03000300030003
1164,3,1,2,1,2,1O:1O:1O,2O,:2O,,1L:1L,1,0.03000300030003
1165,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
1166,3,1,3,1,2,1O:1O:1O,1O,:2O1S:3O1S,,1L:1L,1,0.03000300030003
1167,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
1168,3,2,0,1,1,1O:1O:1O,:2O,,,1L,1,0.03000300030003
1169,3,2,0,1,1,1O:1O:2O,:1O,,,1L,1,0.03000300030003
