,num_dol,num_methf,num_tfsi,num_ps,num_li,atoms_dol,atoms_methf,atoms_tfsi,atoms_ps,atoms_li,count,%
283,3,2,2,1,2,1O:1O:1O,:1O,1O:1O,,1L:1L,2,0.06000600060006
284,3,3,1,1,2,:1O:1O,1O:1O:1O,,,1L:1L,2,0.06000600060006
285,3,2,0,2,2,1O:1O:1O,1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
286,2,3,0,1,2,:1O,:1O:1O,,,1L:1L,2,0.06000600060006
287,3,2,0,2,2,1O:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
288,2,3,0,2,2,1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
289,4,1,1,2,2,::1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
290,3,3,1,1,2,::1O,1O:1O:1O,2O,,1L:1L,2,0.06000600060006
291,3,3,1,1,2,::1O,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
292,2,2,2,1,2,1O:1O,:1O,1O:2O,,1L:1L,2,0.06000600060006
293,3,2,1,2,2,:1O:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
294,3,2,0,2,2,:1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
295,3,3,1,1,2,1O:1O:1O,::1O,1O,,1L:1L,2,0.06000600060006
296,3,2,2,1,2,1O:1O:1O,:1O,:1O,,1L:1L,2,0.06000600060006
297,3,3,1,1,2,1O:1O:1O,:1O:1O,2O,,1L:1L,2,0.06000600060006
298,4,1,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
299,3,2,2,1,2,::1O,1O:1O,1O:1O,,1L:1L,2,0.06000600060006
300,3,2,1,1,2,::1O,1O:1O,2O,,1L:1L,2,0.06000600060006
301,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,2,0.06000600060006
302,3,3,1,1,1,:1O:1O,::,1O,,1L,2,0.06000600060006
303,3,2,1,1,1,:1O:1O,:,,,1L,2,0.06000600060006
304,3,2,1,1,1,:1O:1O,:,2O,,1L,2,0.06000600060006
305,3,2,1,1,1,::1O,:1O,,,1L,2,0.06000600060006
306,4,1,1,2,2,:1O:1O:1O,1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
307,3,2,1,1,2,1O:1O:1O,:1O,3O1S,,1L:1L,2,0.06000600060006
308,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
309,4,1,1,1,1,::1O:1O,1O,,,1L,2,0.06000600060006
310,3,2,0,1,1,::1O,:,,,1L,2,0.06000600060006
311,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
312,3,1,1,1,2,1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
313,2,3,1,1,2,:1O,:1O:1O,2O,,1L:1L,2,0.06000600060006
314,4,1,1,1,2,1O:1O:1O:1O,1O,2O1S,,1L:1L,2,0.06000600060006
315,4,0,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
316,3,1,1,1,1,1O:1O:1O,,,,1L,2,0.06000600060006
317,2,3,2,1,2,1O:1O,:1O:1O,:1O,,1L:1L,2,0.06000600060006
318,2,3,2,1,2,:1O,1O:1O:1O,1O:1O,,1L:1L,2,0.06000600060006
319,2,4,0,1,1,:,:1O:1O:1O,,,1L,2,0.06000600060006
320,4,1,0,1,2,:1O:1O:1O,1O,,,1L:1L,2,0.06000600060006
321,3,0,1,1,1,::1O,,1O,,1L,2,0.06000600060006
322,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
323,2,5,0,1,1,:1O,::::1O,,,1L,2,0.06000600060006
324,2,4,0,1,2,:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
325,2,5,0,1,1,:,:::1O:1O,,,1L,2,0.06000600060006
326,4,1,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
327,2,5,0,1,1,1O:1O,::::1O,,,1L,2,0.06000600060006
328,2,4,0,2,2,1O:1O,::1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
329,4,1,1,1,1,::1O:1O,1O,1O,,1L,2,0.06000600060006
330,2,4,1,1,2,:1O,1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
331,3,1,1,1,2,1O:1O:1O,1O,1N2O,,1L:1L,2,0.06000600060006
332,3,1,1,1,2,1O:1O:1O,1O,3O,,1L:1L,2,0.06000600060006
333,4,0,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
334,3,1,2,1,2,:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
335,4,1,1,2,2,:1O:1O:1O,1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
336,3,2,0,1,1,:1O:1O,1O:1O,,,1L,2,0.06000600060006
337,2,3,0,2,2,1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
338,2,3,0,2,2,:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
339,2,3,1,1,1,1O:1O,::,,,1L,2,0.06000600060006
340,3,4,0,1,1,:1O:1O,:::1O,,,1L,2,0.06000600060006
341,3,1,2,1,2,:1O:1O,1O,1O:2O,,1L:1L,2,0.06000600060006
342,2,3,1,1,1,:1O,::1O,,,1L,2,0.06000600060006
343,3,1,2,1,2,1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
344,2,3,1,1,2,1O:2O,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
345,3,1,1,2,2,:1O:1O,1O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
346,4,0,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
347,4,0,1,1,1,::1O:1O,,,,1L,2,0.06000600060006
348,4,0,1,1,1,:::1O,,1O,,1L,2,0.06000600060006
349,4,0,1,1,1,:::1O,,2O,,1L,2,0.06000600060006
350,2,3,1,1,2,1O:1O,:1O:1O,2O1S,,1L:1L,2,0.06000600060006
351,3,1,1,2,2,1O:1O:1O,1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
352,2,3,1,1,2,1O:1O,::1O,2O,,1L:1L,2,0.06000600060006
353,2,2,1,1,2,:1O,:1O,1O,,1L:1L,2,0.06000600060006
354,3,2,2,1,1,::1O,:,:1O,,1L,2,0.06000600060006
355,5,1,1,1,2,1O:1O:1O:1O:1O,1O,1O,,1L:1L,2,0.06000600060006
356,2,1,1,2,2,1O:1O,1O,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
357,2,1,1,2,2,1O:1O,1O,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
358,2,1,1,2,2,1O:1O,1O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
359,2,1,1,2,2,1O:1O,1O,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
360,1,4,1,1,2,,1O:1O:1O:1O,3O1S,,1L:1L,2,0.06000600060006
361,5,2,0,1,1,:::1O:1O,:,,,1L,2,0.06000600060006
362,1,4,1,1,1,1O,:::1O,1O,,1L,2,0.06000600060006
363,5,2,0,1,1,::1O:1O:1O,:1O,,,1L,2,0.06000600060006
364,4,3,1,1,1,:::1O,::1O,1O,,1L,2,0.06000600060006
365,1,4,1,1,1,,:::1O,2O,,1L,2,0.06000600060006
366,1,4,1,1,1,,::1O:1O,1O,,1L,2,0.06000600060006
367,1,2,2,1,2,1O,1O:1O,:1O,,1L:1L,2,0.06000600060006
368,4,3,0,1,1,:::,1O:1O:1O,,,1L,2,0.06000600060006
369,5,1,0,1,2,:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
370,2,1,2,1,2,1O:1O,1O,:1O,,1L:1L,2,0.06000600060006
371,4,3,0,1,1,:1O:1O:1O,::,,,1L,2,0.06000600060006
372,4,2,1,1,2,::1O:1O,1O:1O,2O,,1L:1L,2,0.06000600060006
373,4,2,1,1,2,::1O:1O,1O:1O,1O,,1L:1L,2,0.06000600060006
374,1,4,0,1,1,,:1O:1O:1O,,,1L,2,0.06000600060006
375,0,5,1,1,2,,:1O:1O:1O:1O,1N2O,,1L:1L,2,0.06000600060006
376,2,2,0,2,2,1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
377,1,3,0,1,1,,::1O,,,1L,2,0.06000600060006
378,5,0,0,1,1,::1O:1O:2O,,,,1L,2,0.06000600060006
379,1,4,1,1,2,,:1O:1O:1O,2O,,1L:1L,2,0.06000600060006
380,4,2,1,1,2,1O:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
381,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
382,5,3,0,1,1,:::1O:1O,::1O,,,1L,2,0.06000600060006
383,1,5,0,1,1,1O,:::1O:1O,,,1L,2,0.06000600060006
384,2,1,0,1,1,:,1O,,,1L,2,0.06000600060006
385,2,1,0,1,1,:1O,,,,1L,2,0.06000600060006
386,1,4,1,2,2,1O,:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
387,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
388,1,4,1,1,2,1O,::1O:1O,1O,,1L:1L,2,0.06000600060006
389,1,2,1,1,2,,1O:1O,2O,,1L:1L,2,0.06000600060006
390,1,4,1,1,2,1O,:1O:1O:1O,2O,,1L:1L,2,0.06000600060006
391,1,2,1,1,1,1O,:,1O,,1L,2,0.06000600060006
392,2,1,1,1,1,1O:1O,,1O,,1L,2,0.06000600060006
393,6,0,0,1,1,::::1O:1O,,,,1L,2,0.06000600060006
394,5,0,1,1,1,::::1O,,1O,,1L,2,0.06000600060006
395,1,2,0,2,2,1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
396,5,0,1,1,1,:::1O:1O,,,,1L,2,0.06000600060006
397,6,0,1,1,1,:::1O:1O:1O,,1O,,1L,2,0.06000600060006
398,1,2,2,1,2,1O,1O:1O,1N1O:1O,,1L:1L,2,0.06000600060006
399,5,0,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
400,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
401,5,1,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
402,6,0,1,1,1,::::1O:1O,,1O,,1L,2,0.06000600060006
403,1,3,0,1,1,1O,::1O,,,1L,2,0.06000600060006
404,2,2,0,2,2,1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
405,1,3,2,1,2,1O,:1O:1O,1O:1O,,1L:1L,2,0.06000600060006
406,1,3,1,1,2,2O,:1O:1O,1O,,1L:1L,2,0.06000600060006
407,2,2,1,1,1,:1O,:1O,2O,,1L,2,0.06000600060006
408,6,2,0,1,1,::::1O:1O,:1O,,,1L,2,0.06000600060006
409,2,2,1,1,2,1O:1O,1O:1O,1N2O1S,,1L:1L,2,0.06000600060006
410,0,4,2,1,2,,:1O:1O:1O,:1O,,1L:1L,2,0.06000600060006
411,2,2,1,1,2,1O:1O,1O:1O,3O,,1L:1L,2,0.06000600060006
412,7,0,0,1,1,::::1O:1O:1O,,,,1L,2,0.06000600060006
413,0,3,1,1,2,,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
414,0,3,1,1,2,,1O:1O:1O,1N3O1S,,1L:1L,2,0.06000600060006
415,4,2,0,1,2,1O:1O:1O:2O,1O:1O,,,1L:1L,2,0.06000600060006
416,0,3,1,1,2,,1O:1O:1O,1N2O2S,,1L:1L,2,0.06000600060006
417,2,2,1,2,2,1O:1O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
418,6,2,0,1,1,:::1O:1O:1O,:,,,1L,2,0.06000600060006
419,1,3,1,1,2,,1O:1O:1O,1O,,1L:1L,2,0.06000600060006
420,2,2,1,2,2,1O:1O,:1O,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
421,2,2,1,2,2,:1O,1O:1O,1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
422,5,1,1,1,1,:::1O:1O,1O,,,1L,2,0.06000600060006
423,4,2,0,1,1,::1O:1O,1O:1O,,,1L,2,0.06000600060006
424,0,3,1,1,1,,::1O,1O,,1L,2,0.06000600060006
425,5,1,1,1,2,:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
426,0,3,0,1,2,,1O:1O:1O,,,1L:1L,2,0.06000600060006
427,5,1,1,1,1,::::1O,,1O,,1L,2,0.06000600060006
428,1,3,1,1,2,,:1O:1O,2O1S,,1L:1L,2,0.06000600060006
429,2,2,1,1,1,:1O,:1O,,,1L,2,0.06000600060006
430,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
431,5,3,0,1,1,:::1O:1O,::,,,1L,2,0.06000600060006
432,0,4,1,1,2,,1O:1O:1O:1O,1N2O1S,,1L:1L,2,0.06000600060006
433,5,1,1,1,2,::1O:1O:1O,1O,2O,,1L:1L,2,0.06000600060006
434,2,2,1,1,1,1O:1O,:1O,,,1L,2,0.06000600060006
435,0,4,1,1,2,,:1O:1O:1O,3O,,1L:1L,2,0.06000600060006
436,5,1,1,1,2,::1O:1O:1O,1O,1O,,1L:1L,2,0.06000600060006
437,1,3,2,1,2,1O,1O:1O:1O,:2O,,1L:1L,2,0.06000600060006
438,5,1,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
439,1,3,1,2,2,1O,:1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
440,0,4,0,1,1,,:::1O,,,1L,2,0.06000600060006
441,1,3,1,1,1,,:1O:1O,,,1L,2,0.06000600060006
442,5,1,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
443,5,2,1,1,1,::1O:1O:1O,:,1O,,1L,1,0.03000300030003
444,5,1,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
445,5,2,0,1,2,:1O:1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
446,5,2,1,1,2,:1O:1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
447,4,0,1,1,1,::1O:1O,,2O1S,,1L,1,0.03000300030003
448,5,2,0,1,1,::::1O,:,,,1L,1,0.03000300030003
449,5,2,1,1,2,1O:1O:1O:1O:1O,:,1O,,1L:1L,1,0.03000300030003
450,4,0,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
451,5,1,1,2,2,::1O:1O:1O,1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
452,3,4,0,1,2,1O:1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
453,5,2,1,1,2,:1O:1O:1O:1O,:,1O,,1L:1L,1,0.03000300030003
454,5,2,0,1,2,1O:1O:1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
455,5,2,0,1,1,:1O:1O:1O:2O,:,,,1L,1,0.03000300030003
456,3,3,1,2,2,:1O:1O,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
457,4,0,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
458,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
459,5,1,2,1,2,:1O:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
460,5,1,2,1,2,::1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
461,5,1,1,1,2,::1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
462,5,1,1,1,2,:1O:1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
463,4,0,0,2,2,1O:1O:1O:1O,,,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
464,5,2,0,1,1,:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
465,3,4,0,1,1,:1O:1O,:::,,,1L,1,0.03000300030003
466,5,1,1,1,2,:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
467,4,0,0,2,1,::1O:1O,,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
468,4,0,0,1,1,:::1O,,,,1L,1,0.03000300030003
469,3,3,1,2,2,:1O:1O,::1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
470,4,0,0,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
471,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
472,4,1,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
473,5,3,0,1,1,::1O:1O:1O,::,,,1L,1,0.03000300030003
474,6,1,0,1,2,1O:1O:1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
475,6,1,0,1,2,::1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
476,3,3,0,1,2,1O:1O:2O,:1O:1O,,,1L:1L,1,0.03000300030003
477,3,3,0,1,2,1O:1O:1O,::1O,,,1L:1L,1,0.03000300030003
478,6,1,0,1,2,::1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
479,6,1,0,2,1,::::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
480,3,3,0,1,1,::2O,:1O:1O,,,1L,1,0.03000300030003
481,6,1,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
482,3,3,0,1,1,::1O,::,,,1L,1,0.03000300030003
483,6,1,1,1,1,::::1O:1O,,,,1L,1,0.03000300030003
484,6,1,1,1,1,:::::1O,1O,1O,,1L,1,0.03000300030003
485,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
486,3,3,0,1,1,::,::1O,,,1L,1,0.03000300030003
487,6,1,1,1,2,:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
488,6,1,1,1,2,::1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
489,3,3,0,1,1,:1O:1O,::,,,1L,1,0.03000300030003
490,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,1,0.03000300030003
491,3,3,0,1,1,1O:1O:2O,::,,,1L,1,0.03000300030003
492,3,3,0,1,1,1O:1O:1O,::1O,,,1L,1,0.03000300030003
493,3,2,2,1,2,::1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
494,7,0,0,1,1,:::::1O:1O,,,,1L,1,0.03000300030003
495,3,2,2,1,2,:1O:1O,:1O,1O:3O1S,,1L:1L,1,0.03000300030003
496,3,2,2,1,2,:1O:1O,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
497,7,0,0,1,2,:1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
498,7,1,0,1,1,::::::1O,,,,1L,1,0.03000300030003
499,3,2,2,1,2,1O:1O:1O,:1O,1O:2O1S,,1L:1L,1,0.03000300030003
500,8,0,0,1,1,:::::1O:1O:1O,,,,1L,1,0.03000300030003
501,3,2,2,1,2,1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
502,6,1,0,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
503,3,3,0,1,2,:1O:1O,::1O,,,1L:1L,1,0.03000300030003
504,3,3,1,2,2,:1O:1O,:1O:1O,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
505,3,3,0,1,2,:1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
506,3,3,1,1,2,::1O,::1O,1O,,1L:1L,1,0.03000300030003
507,3,3,1,1,2,::1O,:1O:1O,1O,,1L:1L,1,0.03000300030003
508,5,3,0,1,1,::::1O,:1O:1O,,,1L,1,0.03000300030003
509,5,3,0,2,1,::::1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
510,3,3,1,1,2,::,:1O:1O,1O,,1L:1L,1,0.03000300030003
511,3,3,1,1,2,:1O:2O,:1O:1O,2O,,1L:1L,1,0.03000300030003
512,3,3,1,1,2,:1O:1O,::1O,2O,,1L:1L,1,0.03000300030003
513,5,3,1,1,2,:::1O:1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
514,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
515,6,0,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
516,3,3,1,1,2,1O:1O:1O,::,1O,,1L:1L,1,0.03000300030003
517,3,3,1,1,1,::,:1O:1O,1O,,1L,1,0.03000300030003
518,3,3,1,1,1,:1O:1O,::1O,1O,,1L,1,0.03000300030003
519,6,0,1,1,2,:1O:1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
520,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
521,3,3,1,1,1,:1O:1O,::,,,1L,1,0.03000300030003
522,3,3,1,1,1,1O:1O:1O,::,,,1L,1,0.03000300030003
523,3,3,0,2,2,::1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
524,3,3,0,2,2,:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
525,6,0,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
526,6,1,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
527,6,1,0,1,1,:::::1O,,,,1L,1,0.03000300030003
528,3,3,0,2,1,::1O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
529,3,3,0,2,1,::1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
530,3,3,0,2,1,::1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
531,3,3,0,1,2,::1O,:1O:1O,,,1L:1L,1,0.03000300030003
532,3,3,0,1,2,::1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
533,6,0,1,1,1,:::1O:1O:1O,,2O,,1L,1,0.03000300030003
534,5,1,0,3,1,:::1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
535,5,1,1,1,1,::::1O,1O,,,1L,1,0.03000300030003
536,5,1,1,1,1,::::1O,,2O,,1L,1,0.03000300030003
537,4,2,1,1,1,::1O:1O,:1O,1O,,1L,1,0.03000300030003
538,4,2,1,1,1,:::1O,:,,,1L,1,0.03000300030003
539,4,1,1,1,2,:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
540,4,1,1,1,2,:1O:1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
541,4,2,1,1,1,:::1O,:1O,2O,,1L,1,0.03000300030003
542,4,2,1,1,2,1O:1O:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
543,4,1,1,1,2,:1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
544,4,2,1,1,2,1O:1O:1O:2O,:1O,1O,,1L:1L,1,0.03000300030003
545,4,2,1,1,2,:1O:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
546,4,2,1,1,2,:1O:1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
547,4,1,1,1,2,:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
548,4,1,1,1,2,1O:1O:1O:2O,1O,2O,,1L:1L,1,0.03000300030003
549,4,1,1,1,2,1O:1O:1O:1O,1O,3O1S,,1L:1L,1,0.03000300030003
550,4,2,1,1,2,:::1O,1O:1O,1O,,1L:1L,1,0.03000300030003
